"","study_title","sequence_accession_number","primary_id","organism","run_id","library_strategy","library_source","library_selection","sample_name"
"1218","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870410","SRP370478","human gut metagenome","SRR18770999","AMPLICON","GENOMIC","PCR","H43-Pool-D2-4"
"1219","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870409","SRP370478","human gut metagenome","SRR18771000","AMPLICON","GENOMIC","PCR","H43-Pool-D2-3"
"1220","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870408","SRP370478","human gut metagenome","SRR18771001","AMPLICON","GENOMIC","PCR","H43-Pool-D2-2"
"1221","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870407","SRP370478","human gut metagenome","SRR18771002","AMPLICON","GENOMIC","PCR","H43-Pool-D2-1"
"1222","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870406","SRP370478","human gut metagenome","SRR18771003","AMPLICON","GENOMIC","PCR","H43-Pool-D1-4"
"1223","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870405","SRP370478","human gut metagenome","SRR18771004","AMPLICON","GENOMIC","PCR","H43-Pool-D1-3"
"1224","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870404","SRP370478","human gut metagenome","SRR18771005","AMPLICON","GENOMIC","PCR","H43-Pool-D1-2"
"1225","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870403","SRP370478","human gut metagenome","SRR18771006","AMPLICON","GENOMIC","PCR","H43-Pool-D1-1"
"1226","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870402","SRP370478","human gut metagenome","SRR18771007","AMPLICON","GENOMIC","PCR","H28-S767-D1-1"
"1227","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870401","SRP370478","human gut metagenome","SRR18771008","AMPLICON","GENOMIC","PCR","H38-S778-D2-4"
"1228","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870400","SRP370478","human gut metagenome","SRR18771009","AMPLICON","GENOMIC","PCR","H38-S778-D2-3"
"1229","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870399","SRP370478","human gut metagenome","SRR18771010","AMPLICON","GENOMIC","PCR","H38-S778-D2-2"
"1230","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870398","SRP370478","human gut metagenome","SRR18771011","AMPLICON","GENOMIC","PCR","H38-S778-D2-1"
"1231","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870397","SRP370478","human gut metagenome","SRR18771012","AMPLICON","GENOMIC","PCR","H38-S778-D1-4"
"1232","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870396","SRP370478","human gut metagenome","SRR18771013","AMPLICON","GENOMIC","PCR","H38-S778-D1-3"
"1233","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870395","SRP370478","human gut metagenome","SRR18771014","AMPLICON","GENOMIC","PCR","H38-S778-D1-2"
"1234","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870394","SRP370478","human gut metagenome","SRR18771015","AMPLICON","GENOMIC","PCR","H38-S778-D1-1"
"1235","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870393","SRP370478","human gut metagenome","SRR18771016","AMPLICON","GENOMIC","PCR","H38-S776-D2-4"
"1236","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870392","SRP370478","human gut metagenome","SRR18771017","AMPLICON","GENOMIC","PCR","H38-S776-D2-3"
"1237","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870391","SRP370478","human gut metagenome","SRR18771018","AMPLICON","GENOMIC","PCR","H28-Pool-D2-4"
"1238","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870390","SRP370478","human gut metagenome","SRR18771019","AMPLICON","GENOMIC","PCR","H38-S776-D2-2"
"1239","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870389","SRP370478","human gut metagenome","SRR18771020","AMPLICON","GENOMIC","PCR","H38-S776-D2-1"
"1240","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870388","SRP370478","human gut metagenome","SRR18771021","AMPLICON","GENOMIC","PCR","H38-S776-D1-4"
"1241","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870387","SRP370478","human gut metagenome","SRR18771022","AMPLICON","GENOMIC","PCR","Lysine48-3"
"1242","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870386","SRP370478","human gut metagenome","SRR18771023","AMPLICON","GENOMIC","PCR","Lysine48-2"
"1243","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870385","SRP370478","human gut metagenome","SRR18771024","AMPLICON","GENOMIC","PCR","Lysine48-1"
"1244","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870384","SRP370478","human gut metagenome","SRR18771025","AMPLICON","GENOMIC","PCR","Lysine32-6"
"1245","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870383","SRP370478","human gut metagenome","SRR18771026","AMPLICON","GENOMIC","PCR","Lysine32-5"
"1246","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870382","SRP370478","human gut metagenome","SRR18771027","AMPLICON","GENOMIC","PCR","H28-S767-D2-2"
"1247","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870381","SRP370478","human gut metagenome","SRR18771028","AMPLICON","GENOMIC","PCR","Lysine32-4"
"1248","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870380","SRP370478","human gut metagenome","SRR18771029","AMPLICON","GENOMIC","PCR","Lysine32-3"
"1249","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870379","SRP370478","human gut metagenome","SRR18771030","AMPLICON","GENOMIC","PCR","Lysine32-2"
"1250","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870378","SRP370478","human gut metagenome","SRR18771031","AMPLICON","GENOMIC","PCR","Lysine32-1"
"1251","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870377","SRP370478","human gut metagenome","SRR18771032","AMPLICON","GENOMIC","PCR","Lysine16-6"
"1252","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870376","SRP370478","human gut metagenome","SRR18771033","AMPLICON","GENOMIC","PCR","Lysine16-5"
"1253","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870375","SRP370478","human gut metagenome","SRR18771034","AMPLICON","GENOMIC","PCR","Lysine16-4"
"1254","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870374","SRP370478","human gut metagenome","SRR18771035","AMPLICON","GENOMIC","PCR","Lysine16-3"
"1255","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870373","SRP370478","human gut metagenome","SRR18771036","AMPLICON","GENOMIC","PCR","Lysine16-2"
"1256","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870372","SRP370478","human gut metagenome","SRR18771037","AMPLICON","GENOMIC","PCR","Lysine16-1"
"1257","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870371","SRP370478","human gut metagenome","SRR18771038","AMPLICON","GENOMIC","PCR","H28-S767-D2-1"
"1258","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870370","SRP370478","human gut metagenome","SRR18771039","AMPLICON","GENOMIC","PCR","H43-S778-D2-4"
"1259","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870369","SRP370478","human gut metagenome","SRR18771040","AMPLICON","GENOMIC","PCR","H43-S778-D2-3"
"1260","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870368","SRP370478","human gut metagenome","SRR18771041","AMPLICON","GENOMIC","PCR","H43-S778-D2-2"
"1261","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870367","SRP370478","human gut metagenome","SRR18771042","AMPLICON","GENOMIC","PCR","H38-S767-D1-1"
"1262","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870366","SRP370478","human gut metagenome","SRR18771044","AMPLICON","GENOMIC","PCR","H38-Pool-D2-4"
"1263","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870365","SRP370478","human gut metagenome","SRR18771045","AMPLICON","GENOMIC","PCR","H38-Pool-D2-3"
"1264","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870364","SRP370478","human gut metagenome","SRR18771046","AMPLICON","GENOMIC","PCR","H38-Pool-D2-2"
"1265","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870363","SRP370478","human gut metagenome","SRR18771047","AMPLICON","GENOMIC","PCR","H38-Pool-D2-1"
"1266","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870362","SRP370478","human gut metagenome","SRR18771048","AMPLICON","GENOMIC","PCR","H38-Pool-D1-4"
"1267","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870361","SRP370478","human gut metagenome","SRR18771049","AMPLICON","GENOMIC","PCR","H38-Pool-D1-3"
"1268","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870360","SRP370478","human gut metagenome","SRR18771050","AMPLICON","GENOMIC","PCR","H38-Pool-D1-2"
"1269","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870359","SRP370478","human gut metagenome","SRR18771051","AMPLICON","GENOMIC","PCR","H38-Pool-D1-1"
"1270","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870358","SRP370478","human gut metagenome","SRR18771052","AMPLICON","GENOMIC","PCR","H28-Pool-D2-1"
"1271","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870357","SRP370478","human gut metagenome","SRR18771053","AMPLICON","GENOMIC","PCR","H28-S778-D2-4"
"1272","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870356","SRP370478","human gut metagenome","SRR18771054","AMPLICON","GENOMIC","PCR","H28-S778-D2-3"
"1273","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870355","SRP370478","human gut metagenome","SRR18771055","AMPLICON","GENOMIC","PCR","H28-S778-D2-2"
"1274","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870354","SRP370478","human gut metagenome","SRR18771056","AMPLICON","GENOMIC","PCR","H28-S778-D2-1"
"1275","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870353","SRP370478","human gut metagenome","SRR18771057","AMPLICON","GENOMIC","PCR","H28-S778-D1-4"
"1276","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870352","SRP370478","human gut metagenome","SRR18771058","AMPLICON","GENOMIC","PCR","H28-S778-D1-3"
"1277","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870351","SRP370478","human gut metagenome","SRR18771059","AMPLICON","GENOMIC","PCR","H28-S778-D1-2"
"1278","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870350","SRP370478","human gut metagenome","SRR18771060","AMPLICON","GENOMIC","PCR","H28-S778-D1-1"
"1279","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870349","SRP370478","human gut metagenome","SRR18771061","AMPLICON","GENOMIC","PCR","H28-S776-D2-4"
"1280","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870348","SRP370478","human gut metagenome","SRR18771062","AMPLICON","GENOMIC","PCR","H28-S776-D2-3"
"1281","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870347","SRP370478","human gut metagenome","SRR18771063","AMPLICON","GENOMIC","PCR","H28-Pool-D1-4"
"1282","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870346","SRP370478","human gut metagenome","SRR18771043","AMPLICON","GENOMIC","PCR","H43-S778-D2-1"
"1283","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870345","SRP370478","human gut metagenome","SRR18771064","AMPLICON","GENOMIC","PCR","H43-S778-D1-4"
"1284","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870344","SRP370478","human gut metagenome","SRR18771065","AMPLICON","GENOMIC","PCR","H43-S778-D1-3"
"1285","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870343","SRP370478","human gut metagenome","SRR18771066","AMPLICON","GENOMIC","PCR","H43-S778-D1-2"
"1286","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870342","SRP370478","human gut metagenome","SRR18771067","AMPLICON","GENOMIC","PCR","H43-S778-D1-1"
"1287","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870341","SRP370478","human gut metagenome","SRR18771068","AMPLICON","GENOMIC","PCR","H43-S776-D2-4"
"1288","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870340","SRP370478","human gut metagenome","SRR18771069","AMPLICON","GENOMIC","PCR","H43-S776-D2-3"
"1289","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870339","SRP370478","human gut metagenome","SRR18771070","AMPLICON","GENOMIC","PCR","H28-S767-D1-4"
"1290","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870338","SRP370478","human gut metagenome","SRR18771071","AMPLICON","GENOMIC","PCR","H43-S776-D2-2"
"1291","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870337","SRP370478","human gut metagenome","SRR18771072","AMPLICON","GENOMIC","PCR","H43-S776-D2-1"
"1292","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870336","SRP370478","human gut metagenome","SRR18771073","AMPLICON","GENOMIC","PCR","H43-S776-D1-4"
"1293","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870335","SRP370478","human gut metagenome","SRR18771074","AMPLICON","GENOMIC","PCR","H43-S776-D1-3"
"1294","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870334","SRP370478","human gut metagenome","SRR18771075","AMPLICON","GENOMIC","PCR","H43-S776-D1-2"
"1295","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870333","SRP370478","human gut metagenome","SRR18771076","AMPLICON","GENOMIC","PCR","H43-S776-D1-1"
"1296","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870332","SRP370478","human gut metagenome","SRR18771077","AMPLICON","GENOMIC","PCR","H43-S775-D2-4"
"1297","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870331","SRP370478","human gut metagenome","SRR18771078","AMPLICON","GENOMIC","PCR","H43-S775-D2-2"
"1298","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870330","SRP370478","human gut metagenome","SRR18771080","AMPLICON","GENOMIC","PCR","H43-S775-D2-1"
"1299","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870329","SRP370478","human gut metagenome","SRR18771079","AMPLICON","GENOMIC","PCR","H43-S775-D2-3"
"1300","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870328","SRP370478","human gut metagenome","SRR18771081","AMPLICON","GENOMIC","PCR","H28-S767-D1-3"
"1301","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870327","SRP370478","human gut metagenome","SRR18771082","AMPLICON","GENOMIC","PCR","H28-Pool-D1-2"
"1302","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14870326","SRP370478","human gut metagenome","SRR18771083","AMPLICON","GENOMIC","PCR","H28-Pool-D1-1"
"1303","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869517","SRP370478","human gut metagenome","SRR18769958","AMPLICON","GENOMIC","PCR","H20-S767-D2-3"
"1304","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869516","SRP370478","human gut metagenome","SRR18769959","AMPLICON","GENOMIC","PCR","H20-S767-D2-2"
"1305","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869515","SRP370478","human gut metagenome","SRR18770033","AMPLICON","GENOMIC","PCR","H20-S767-D2-4"
"1306","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869514","SRP370478","human gut metagenome","SRR18769960","AMPLICON","GENOMIC","PCR","H20-S767-D2-1"
"1307","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869513","SRP370478","human gut metagenome","SRR18769961","AMPLICON","GENOMIC","PCR","FBB0-S767-4"
"1308","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869512","SRP370478","human gut metagenome","SRR18769962","AMPLICON","GENOMIC","PCR","H20-S767-D1-4"
"1309","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869511","SRP370478","human gut metagenome","SRR18769963","AMPLICON","GENOMIC","PCR","H20-S767-D1-3"
"1310","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869510","SRP370478","human gut metagenome","SRR18769964","AMPLICON","GENOMIC","PCR","H20-S767-D1-2"
"1311","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869509","SRP370478","human gut metagenome","SRR18769965","AMPLICON","GENOMIC","PCR","H20-S767-D1-1"
"1312","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869508","SRP370478","human gut metagenome","SRR18769966","AMPLICON","GENOMIC","PCR","H20-Pool-D2-4"
"1313","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869507","SRP370478","human gut metagenome","SRR18769967","AMPLICON","GENOMIC","PCR","H20-Pool-D2-3"
"1314","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869506","SRP370478","human gut metagenome","SRR18769968","AMPLICON","GENOMIC","PCR","H20-Pool-D2-2"
"1315","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869505","SRP370478","human gut metagenome","SRR18769969","AMPLICON","GENOMIC","PCR","H20-Pool-D2-1"
"1316","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869504","SRP370478","human gut metagenome","SRR18769970","AMPLICON","GENOMIC","PCR","H20-Pool-D1-4"
"1317","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869503","SRP370478","human gut metagenome","SRR18769971","AMPLICON","GENOMIC","PCR","H20-Pool-D1-3"
"1318","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869502","SRP370478","human gut metagenome","SRR18769972","AMPLICON","GENOMIC","PCR","FBB0-S767-3"
"1319","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869501","SRP370478","human gut metagenome","SRR18769973","AMPLICON","GENOMIC","PCR","H20-Pool-D1-2"
"1320","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869500","SRP370478","human gut metagenome","SRR18769974","AMPLICON","GENOMIC","PCR","H20-Pool-D1-1"
"1321","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869499","SRP370478","human gut metagenome","SRR18769975","AMPLICON","GENOMIC","PCR","FL48-6"
"1322","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869498","SRP370478","human gut metagenome","SRR18769976","AMPLICON","GENOMIC","PCR","FL48-5"
"1323","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869497","SRP370478","human gut metagenome","SRR18769977","AMPLICON","GENOMIC","PCR","FL48-4"
"1324","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869496","SRP370478","human gut metagenome","SRR18769978","AMPLICON","GENOMIC","PCR","FL48-3"
"1325","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869495","SRP370478","human gut metagenome","SRR18769979","AMPLICON","GENOMIC","PCR","FL48-2"
"1326","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869494","SRP370478","human gut metagenome","SRR18769980","AMPLICON","GENOMIC","PCR","H25-Pool-D1-2"
"1327","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869493","SRP370478","human gut metagenome","SRR18769982","AMPLICON","GENOMIC","PCR","H25-Pool-D1-1"
"1328","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869492","SRP370478","human gut metagenome","SRR18769983","AMPLICON","GENOMIC","PCR","H20-S778-D2-4"
"1329","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869491","SRP370478","human gut metagenome","SRR18769984","AMPLICON","GENOMIC","PCR","H20-S778-D2-3"
"1330","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869490","SRP370478","human gut metagenome","SRR18769985","AMPLICON","GENOMIC","PCR","H20-S778-D2-2"
"1331","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869489","SRP370478","human gut metagenome","SRR18769986","AMPLICON","GENOMIC","PCR","H20-S778-D2-1"
"1332","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869488","SRP370478","human gut metagenome","SRR18769987","AMPLICON","GENOMIC","PCR","H20-S778-D1-4"
"1333","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869487","SRP370478","human gut metagenome","SRR18769988","AMPLICON","GENOMIC","PCR","H20-S778-D1-3"
"1334","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869486","SRP370478","human gut metagenome","SRR18769981","AMPLICON","GENOMIC","PCR","FL48-1"
"1335","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869485","SRP370478","human gut metagenome","SRR18769990","AMPLICON","GENOMIC","PCR","FL32-6"
"1336","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869484","SRP370478","human gut metagenome","SRR18769991","AMPLICON","GENOMIC","PCR","FL32-5"
"1337","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869483","SRP370478","human gut metagenome","SRR18769992","AMPLICON","GENOMIC","PCR","FBB0-S767-2"
"1338","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869482","SRP370478","human gut metagenome","SRR18769993","AMPLICON","GENOMIC","PCR","FL32-4"
"1339","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869481","SRP370478","human gut metagenome","SRR18769994","AMPLICON","GENOMIC","PCR","FL32-3"
"1340","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869480","SRP370478","human gut metagenome","SRR18769995","AMPLICON","GENOMIC","PCR","FL32-2"
"1341","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869479","SRP370478","human gut metagenome","SRR18769996","AMPLICON","GENOMIC","PCR","FL32-1"
"1342","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869478","SRP370478","human gut metagenome","SRR18769997","AMPLICON","GENOMIC","PCR","FL16-6"
"1343","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869477","SRP370478","human gut metagenome","SRR18769998","AMPLICON","GENOMIC","PCR","FL16-5"
"1344","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869476","SRP370478","human gut metagenome","SRR18769999","AMPLICON","GENOMIC","PCR","FL16-4"
"1345","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869475","SRP370478","human gut metagenome","SRR18770000","AMPLICON","GENOMIC","PCR","FL16-3"
"1346","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869474","SRP370478","human gut metagenome","SRR18770001","AMPLICON","GENOMIC","PCR","FL16-2"
"1347","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869473","SRP370478","human gut metagenome","SRR18770002","AMPLICON","GENOMIC","PCR","FL16-1"
"1348","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869472","SRP370478","human gut metagenome","SRR18770003","AMPLICON","GENOMIC","PCR","FBB0-S767-1"
"1349","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869471","SRP370478","human gut metagenome","SRR18770004","AMPLICON","GENOMIC","PCR","FBB16-S778-4"
"1350","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869470","SRP370478","human gut metagenome","SRR18770005","AMPLICON","GENOMIC","PCR","FBB16-S778-3"
"1351","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869469","SRP370478","human gut metagenome","SRR18770006","AMPLICON","GENOMIC","PCR","FBB16-S778-2"
"1352","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869468","SRP370478","human gut metagenome","SRR18770007","AMPLICON","GENOMIC","PCR","FBB16-S778-1"
"1353","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869467","SRP370478","human gut metagenome","SRR18770008","AMPLICON","GENOMIC","PCR","FBB16-S776-4"
"1354","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869466","SRP370478","human gut metagenome","SRR18770009","AMPLICON","GENOMIC","PCR","FBB16-S776-3"
"1355","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869465","SRP370478","human gut metagenome","SRR18770010","AMPLICON","GENOMIC","PCR","FBB16-S776-2"
"1356","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869464","SRP370478","human gut metagenome","SRR18770011","AMPLICON","GENOMIC","PCR","FBB16-S776-1"
"1357","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869463","SRP370478","human gut metagenome","SRR18770012","AMPLICON","GENOMIC","PCR","FBB16-S775-4"
"1358","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869462","SRP370478","human gut metagenome","SRR18769989","AMPLICON","GENOMIC","PCR","H20-S778-D1-2"
"1359","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869461","SRP370478","human gut metagenome","SRR18770014","AMPLICON","GENOMIC","PCR","H20-S778-D1-1"
"1360","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869460","SRP370478","human gut metagenome","SRR18770015","AMPLICON","GENOMIC","PCR","FBB0-S775-2"
"1361","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869459","SRP370478","human gut metagenome","SRR18770016","AMPLICON","GENOMIC","PCR","H20-S776-D2-4"
"1362","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869458","SRP370478","human gut metagenome","SRR18770017","AMPLICON","GENOMIC","PCR","H20-S776-D2-3"
"1363","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869457","SRP370478","human gut metagenome","SRR18770018","AMPLICON","GENOMIC","PCR","H20-S776-D2-2"
"1364","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869456","SRP370478","human gut metagenome","SRR18770019","AMPLICON","GENOMIC","PCR","H20-S776-D2-1"
"1365","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869455","SRP370478","human gut metagenome","SRR18770020","AMPLICON","GENOMIC","PCR","H20-S776-D1-4"
"1366","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869454","SRP370478","human gut metagenome","SRR18770021","AMPLICON","GENOMIC","PCR","H20-S776-D1-3"
"1367","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869453","SRP370478","human gut metagenome","SRR18770022","AMPLICON","GENOMIC","PCR","H20-S776-D1-2"
"1368","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869452","SRP370478","human gut metagenome","SRR18770023","AMPLICON","GENOMIC","PCR","H20-S776-D1-1"
"1369","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869451","SRP370478","human gut metagenome","SRR18770024","AMPLICON","GENOMIC","PCR","H20-S775-D2-4"
"1370","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869450","SRP370478","human gut metagenome","SRR18770025","AMPLICON","GENOMIC","PCR","H20-S775-D2-3"
"1371","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869449","SRP370478","human gut metagenome","SRR18770026","AMPLICON","GENOMIC","PCR","FBB0-S775-1"
"1372","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869448","SRP370478","human gut metagenome","SRR18770027","AMPLICON","GENOMIC","PCR","H20-S775-D2-2"
"1373","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRX14869447","SRP370478","human gut metagenome","SRR18770028","AMPLICON","GENOMIC","PCR","H20-S775-D2-1"
