"","study_title","primary_id","sequence_accession_number","run_id"
"1015","In vitro model of digestion and colonic fermentation to investigate consumer chewing differences","SRP383204","SRX15833986","SRR19790136"
"1016","In vitro model of digestion and colonic fermentation to investigate consumer chewing differences","SRP383204","SRX15833985","SRR19790137"
"1017","In vitro model of digestion and colonic fermentation to investigate consumer chewing differences","SRP383204","SRX15833984","SRR19790138"
"1018","In vitro model of digestion and colonic fermentation to investigate consumer chewing differences","SRP383204","SRX15833983","SRR19790139"
"1019","In vitro model of digestion and colonic fermentation to investigate consumer chewing differences","SRP383204","SRX15833982","SRR19790140"
"1020","In vitro model of digestion and colonic fermentation to investigate consumer chewing differences","SRP383204","SRX15833981","SRR19790141"
"1021","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870607","SRR18771187"
"1022","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870606","SRR18771084"
"1023","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870605","SRR18771085"
"1024","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870604","SRR18771086"
"1025","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870603","SRR18771087"
"1026","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870602","SRR18771088"
"1027","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870601","SRR18771089"
"1028","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870600","SRR18771090"
"1029","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870599","SRR18771091"
"1030","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870598","SRR18771092"
"1031","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870597","SRR18771093"
"1032","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870596","SRR18771094"
"1033","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870595","SRR18771095"
"1034","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870594","SRR18771096"
"1035","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870593","SRR18771097"
"1036","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870592","SRR18771098"
"1037","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870591","SRR18771099"
"1038","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870590","SRR18771100"
"1039","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870589","SRR18771101"
"1040","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870588","SRR18771102"
"1041","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870587","SRR18771103"
"1042","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870586","SRR18771104"
"1043","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870585","SRR18771105"
"1044","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870584","SRR18771106"
"1045","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870583","SRR18771107"
"1046","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870582","SRR18771108"
"1047","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870581","SRR18771109"
"1048","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870580","SRR18771110"
"1049","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870579","SRR18771111"
"1050","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870578","SRR18771112"
"1051","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870577","SRR18771113"
"1052","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870576","SRR18771115"
"1053","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870575","SRR18771114"
"1054","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870574","SRR18771116"
"1055","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870573","SRR18771117"
"1056","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870572","SRR18771118"
"1057","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870571","SRR18771121"
"1058","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870570","SRR18771119"
"1059","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870569","SRR18771120"
"1060","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870568","SRR18771122"
"1061","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870567","SRR18771123"
"1062","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870566","SRR18771124"
"1063","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870565","SRR18771125"
"1064","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870564","SRR18771126"
"1065","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870563","SRR18771127"
"1066","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870562","SRR18771128"
"1067","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870561","SRR18771129"
"1068","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870560","SRR18771130"
"1069","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870559","SRR18771131"
"1070","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870558","SRR18771132"
"1071","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870557","SRR18771133"
"1072","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870556","SRR18771134"
"1073","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870555","SRR18771135"
"1074","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870554","SRR18771136"
"1075","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870553","SRR18771137"
"1076","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870552","SRR18771138"
"1077","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870551","SRR18771139"
"1078","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870550","SRR18771140"
"1079","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870549","SRR18771141"
"1080","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870548","SRR18771142"
"1081","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870547","SRR18771143"
"1082","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870546","SRR18771144"
"1083","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870545","SRR18771145"
"1084","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870544","SRR18771146"
"1085","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870543","SRR18771147"
"1086","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870542","SRR18771148"
"1087","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870541","SRR18771149"
"1088","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870540","SRR18771150"
"1089","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870539","SRR18771152"
"1090","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870538","SRR18771151"
"1091","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870537","SRR18771153"
"1092","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870536","SRR18771154"
"1093","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870535","SRR18771155"
"1094","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870534","SRR18771156"
"1095","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870533","SRR18771157"
"1096","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870532","SRR18771158"
"1097","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870531","SRR18771159"
"1098","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870530","SRR18771160"
"1099","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870529","SRR18771161"
"1100","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870528","SRR18771162"
"1101","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870527","SRR18771163"
"1102","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870526","SRR18771164"
"1103","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870525","SRR18771165"
"1104","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870524","SRR18771166"
"1105","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870523","SRR18771167"
"1106","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870522","SRR18771168"
"1107","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870521","SRR18771169"
"1108","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870520","SRR18771170"
"1109","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870519","SRR18771171"
"1110","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870518","SRR18771172"
"1111","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870517","SRR18771173"
"1112","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870516","SRR18771174"
"1113","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870515","SRR18771175"
"1114","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870514","SRR18771176"
"1115","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870513","SRR18771177"
"1116","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870512","SRR18771178"
"1117","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870511","SRR18771180"
"1118","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870510","SRR18771179"
"1119","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870509","SRR18771181"
"1120","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870508","SRR18771182"
"1121","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870507","SRR18771183"
"1122","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870506","SRR18771184"
"1123","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870505","SRR18771185"
"1124","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870504","SRR18771186"
"1125","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870503","SRR18771188"
"1126","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870502","SRR18771189"
"1127","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870501","SRR18771190"
"1128","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870500","SRR18771191"
"1129","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870499","SRR18771192"
"1130","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870498","SRR18771193"
"1131","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870497","SRR18771194"
"1132","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870496","SRR18771195"
"1133","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870495","SRR18771196"
"1134","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870494","SRR18771197"
"1135","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870493","SRR18771198"
"1136","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870492","SRR18771199"
"1137","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870491","SRR18771200"
"1138","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870490","SRR18771201"
"1139","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870489","SRR18771202"
"1140","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870488","SRR18771203"
"1141","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870487","SRR18771204"
"1142","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870486","SRR18771205"
"1143","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870485","SRR18771206"
"1144","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870484","SRR18771207"
"1145","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870483","SRR18771208"
"1146","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870482","SRR18771209"
"1147","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870481","SRR18771210"
"1148","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870480","SRR18771211"
"1149","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870479","SRR18771212"
"1150","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870478","SRR18771213"
"1151","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870477","SRR18771214"
"1152","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870476","SRR18771216"
"1153","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870475","SRR18771215"
"1154","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870474","SRR18771217"
"1155","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870473","SRR18771218"
"1156","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870472","SRR18771219"
"1157","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870471","SRR18771220"
"1158","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870470","SRR18771221"
"1159","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870469","SRR18771222"
"1160","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870468","SRR18771223"
"1161","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870467","SRR18771224"
"1162","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870466","SRR18771225"
"1163","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870465","SRR18771226"
"1164","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870464","SRR18771227"
"1165","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870463","SRR18770946"
"1166","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870462","SRR18770947"
"1167","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870461","SRR18770948"
"1168","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870460","SRR18770949"
"1169","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870459","SRR18770950"
"1170","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870458","SRR18770951"
"1171","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870457","SRR18770952"
"1172","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870456","SRR18770953"
"1173","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870455","SRR18770954"
"1174","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870454","SRR18770955"
"1175","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870453","SRR18770956"
"1176","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870452","SRR18770957"
"1177","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870451","SRR18770958"
"1178","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870450","SRR18770959"
"1179","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870449","SRR18770960"
"1180","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870448","SRR18770961"
"1181","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870447","SRR18770962"
"1182","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870446","SRR18770963"
"1183","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870445","SRR18770964"
"1184","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870444","SRR18770965"
"1185","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870443","SRR18770966"
"1186","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870442","SRR18770967"
"1187","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870441","SRR18770968"
"1188","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870440","SRR18770969"
"1189","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870439","SRR18770970"
"1190","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870438","SRR18770971"
"1191","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870437","SRR18770972"
"1192","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870436","SRR18770973"
"1193","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870435","SRR18770974"
"1194","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870434","SRR18770975"
"1195","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870433","SRR18770976"
"1196","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870432","SRR18770977"
"1197","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870431","SRR18770978"
"1198","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870430","SRR18770979"
"1199","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870429","SRR18770980"
"1200","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870428","SRR18770981"
"1201","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870427","SRR18770982"
"1202","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870426","SRR18770983"
"1203","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870425","SRR18770984"
"1204","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870424","SRR18770985"
"1205","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870423","SRR18770986"
"1206","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870422","SRR18770987"
"1207","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870421","SRR18770988"
"1208","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870420","SRR18770989"
"1209","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870419","SRR18770990"
"1210","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870418","SRR18770991"
"1211","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870417","SRR18770992"
"1212","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870416","SRR18770993"
"1213","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870415","SRR18770994"
"1214","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870414","SRR18770995"
"1215","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870413","SRR18770996"
"1216","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870412","SRR18770997"
"1217","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870411","SRR18770998"
"1218","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870410","SRR18770999"
"1219","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870409","SRR18771000"
"1220","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870408","SRR18771001"
"1221","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870407","SRR18771002"
"1222","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870406","SRR18771003"
"1223","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870405","SRR18771004"
"1224","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870404","SRR18771005"
"1225","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870403","SRR18771006"
"1226","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870402","SRR18771007"
"1227","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870401","SRR18771008"
"1228","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870400","SRR18771009"
"1229","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870399","SRR18771010"
"1230","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870398","SRR18771011"
"1231","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870397","SRR18771012"
"1232","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870396","SRR18771013"
"1233","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870395","SRR18771014"
"1234","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870394","SRR18771015"
"1235","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870393","SRR18771016"
"1236","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870392","SRR18771017"
"1237","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870391","SRR18771018"
"1238","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870390","SRR18771019"
"1239","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870389","SRR18771020"
"1240","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870388","SRR18771021"
"1241","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870387","SRR18771022"
"1242","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870386","SRR18771023"
"1243","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870385","SRR18771024"
"1244","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870384","SRR18771025"
"1245","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870383","SRR18771026"
"1246","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870382","SRR18771027"
"1247","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870381","SRR18771028"
"1248","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870380","SRR18771029"
"1249","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870379","SRR18771030"
"1250","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870378","SRR18771031"
"1251","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870377","SRR18771032"
"1252","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870376","SRR18771033"
"1253","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870375","SRR18771034"
"1254","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870374","SRR18771035"
"1255","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870373","SRR18771036"
"1256","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870372","SRR18771037"
"1257","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870371","SRR18771038"
"1258","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870370","SRR18771039"
"1259","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870369","SRR18771040"
"1260","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870368","SRR18771041"
"1261","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870367","SRR18771042"
"1262","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870366","SRR18771044"
"1263","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870365","SRR18771045"
"1264","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870364","SRR18771046"
"1265","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870363","SRR18771047"
"1266","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870362","SRR18771048"
"1267","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870361","SRR18771049"
"1268","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870360","SRR18771050"
"1269","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870359","SRR18771051"
"1270","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870358","SRR18771052"
"1271","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870357","SRR18771053"
"1272","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870356","SRR18771054"
"1273","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870355","SRR18771055"
"1274","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870354","SRR18771056"
"1275","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870353","SRR18771057"
"1276","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870352","SRR18771058"
"1277","in vitro screen of quality protein popcorn on the human gut microbiome 16S","SRP370478","SRX14870351","SRR18771059"
